,Make,Model,year,CC,distance,transmission,color,price
3357,Chevrolet,Aveo,2012,1600,154000,manual,Gray,109000
3358,Toyota,Corolla,2015,1600,181000,automatic,Black,240000
3359,Speranza,A516,2010,1600,140000,manual,White,75000
3360,Hyundai,Elantra MD,2013,1600,116000,automatic,Black,200000
3361,Peugeot,408,2012,1600,90000,automatic,Dark red,160000
3362,Toyota,Corolla,2010,1600,247000,automatic,Gray,135000
3363,Hyundai,Verna,2015,1600,123000,manual,Dark red,127000
3364,Hyundai,Accent,2005,1400,185000,automatic,Silver,78000
3365,Nissan,Sunny,2013,1400,51000,automatic,Gold,170000
3366,Hyundai,Accent,2010,1600,65000,manual,Silver,155000
3367,Nissan,Sunny,2006,1600,238000,automatic,Dark red,118000
3368,Daewoo,Lanos,2009,1500,200000,manual,White,45000
3369,Toyota,Corolla,2009,1600,231000,automatic,Black,180000
3370,Fiat,Tipo,2020,1400,5200,manual,Gray,225000
3371,Lada,2107,2012,1600,65000,manual,Gray,45000
3372,Kia,Cerato,2006,1600,345000,manual,Cyan,135000
3373,Chevrolet,Optra,2008,1600,245000,automatic,Black,130000
3374,Mitsubishi,Lancer,2014,1600,96000,automatic,Dark blue,185000
3375,Mitsubishi,Lancer,2007,1600,174000,automatic,Gray,135000
3376,Renault,Megane,2008,1600,140000,automatic,Black,120000
3377,Mitsubishi,Lancer,1998,1500,150000,manual,Black,77000
3378,Hyundai,Verna,2017,1600,67000,automatic,Dark red,153000
3379,Mercedes,C 180,2009,1600,163000,automatic,Dark blue,300000
3380,Mitsubishi,Lancer,2010,1600,123000,automatic,Gray,170000
3381,Hyundai,Accent RB,2015,1600,86000,automatic,Light grey,195000
3382,Hyundai,Verna,2016,1500,130000,manual,White,115000
3383,Byd,F3,2018,1600,160000,manual,Black,135000
3384,Renault,Megane,2005,1600,59000,automatic,Silver,125000
3385,Skoda,Octavia A4,2000,1600,137000,manual,Olive,98000
3386,Nissan,Sunny,2016,1600,142000,automatic,Red,160000
3387,Mitsubishi,Lancer,2015,1600,120000,automatic,Black,235000
3388,Daewoo,Nubira 2,2005,1600,200000,manual,Silver,78000
3389,Kia,Cerato,2016,1600,53000,automatic,Silver,280000
3390,Toyota,Corolla,2008,1600,133000,automatic,Silver,147000
3391,MG,5,2020,1500,36000,automatic,Champagne,258000
3392,Opel,Vectra,2008,1600,132000,automatic,Black,147000
3393,Lada,Granta,2016,1600,22000,automatic,Light grey,130000
3394,Hyundai,Verna,2006,1600,219000,manual,Gold,80000
3395,Mercedes,200,2004,1600,106000,automatic,Light grey,285000
3396,Kia,Rio,2000,1600,240000,automatic,Gold,78000
3397,Mitsubishi,Lancer,1999,1500,230000,automatic,Gray,95000
3398,Skoda,Octavia A7,2016,1600,119000,automatic,Light grey,350000
3399,Mazda,3 || Mazda 3,2006,1600,275000,automatic,Light grey,135000
3400,Nissan,Sunny,2017,1500,95000,automatic,Gray,165000
3401,Speranza,A516,2008,1500,220000,manual,Black,77000
3402,Daewoo,Lanos,2000,1500,130000,manual,Blue,88000
3403,Chevrolet,Aveo,2008,1500,160000,automatic,Blue,110000
3404,Opel,Insignia,2015,1600,127000,automatic,Gray,345000
3405,Mitsubishi,Lancer,2007,1600,170000,automatic,Silver,162000
3406,Nissan,Sunny,2017,1500,95000,automatic,Champagne,188000
3407,Kia,Cerato,2018,1600,37000,automatic,White,340000
3408,Daewoo,Nubira 2,2006,1600,160000,manual,Cyan,85000
3409,Kia,Cerato,2016,1600,165000,automatic,Black,255000
3410,Lada,2107,2014,1600,55000,manual,Silver,63000
3411,Fiat,Tempra,1992,1600,186000,manual,Gray,48000
3412,Opel,Astra,2002,1600,200000,manual,Dark blue,93000
3413,Hyundai,Solaris,2017,1600,200000,automatic,Gray,210000
3414,Skoda,Octavia A5,2007,1600,160000,automatic,Eggplant,150000
3415,Nissan,Sunny,2015,1600,150000,automatic,Dark red,143000
3416,Speranza,A516,2007,1600,235000,manual,Black,70000
3417,Byd,F3,2020,1600,100000,manual,Blue,100000
3418,Daewoo,Nubira 2,2005,1600,180000,manual,Silver,75000
3419,Hyundai,Elantra MD,2015,1600,75000,automatic,Black,200000
3420,Skoda,Fantasia,2013,1400,150000,automatic,Black,215000
3421,Chevrolet,Aveo,2009,1600,110000,manual,Dark red,85000
3422,Lada,2107,2008,1600,88000,manual,Silver,65000
3423,Opel,Vectra,1995,1600,150000,manual,White,76000
3424,Speranza,A516,2007,1500,300000,manual,Dark blue,70000
3425,Renault,Megane,2007,1500,145000,manual,Silver,100000
3426,Renault,Logan,2012,1600,159000,manual,Silver,90000
3427,BMW,325,1992,1600,140000,automatic,Silver,145000
3428,Chevrolet,Optra,2019,1600,77000,automatic,Silver,183000
3429,Chevrolet,Optra,2013,1600,120000,manual,Olive,130000
3430,Daewoo,Nubira 2,2006,1600,300000,manual,Silver,80000
3431,Mitsubishi,Lancer,1998,1600,250000,manual,Red,70000
3432,Mitsubishi,Lancer,2005,1600,222000,automatic,Silver,100000
3433,Chevrolet,Cruze,2016,1600,130000,automatic,Silver,195000
3434,Chevrolet,Lanos,2010,1600,180000,manual,Black,78000
3435,Mitsubishi,Lancer,2015,1600,200000,automatic,Silver,195000
3436,Lada,Granta,2020,1600,87000,manual,Red,130000
3437,Saipa,Tiba,2014,1500,73000,manual,Silver,72000
3438,Geely,Imperial,2019,1500,140000,automatic,Blue,178000
3439,Chevrolet,Cruze,2010,1500,113000,automatic,Dark red,120000
3440,Skoda,Fantasia,2013,1500,110000,automatic,Silver,220000
3441,Hyundai,Accent RB,2012,1500,100000,automatic,Black,152000
3442,Kia,Cerato,2010,1600,223000,automatic,Red,180000
3443,Volvo,S60,2016,1500,146000,automatic,Dark blue,300000
3444,Hyundai,Verna,2012,1600,260000,manual,Dark red,92000
3445,Peugeot,405,1992,1600,370000,manual,Red,55000
3446,Kia,Cerato,2016,1600,89000,automatic,White,245000
3447,Toyota,Corolla,2014,1600,110000,automatic,Black,247000
3448,Hyundai,Verna,2012,1600,130000,manual,Dark red,123000
3449,Proton,Persona,2009,1600,190000,automatic,Eggplant,95000
3450,Kia,Cerato,2011,1600,250000,automatic,Silver,190000
3451,Kia,Cerato,2010,1600,113000,automatic,Black,193000
3452,Chevrolet,Lanos,2011,1600,160000,manual,Red,93000
3453,Daewoo,Lanos 2,2006,1500,220000,manual,Black,75000
3454,Daewoo,Nubira 2,2000,1500,175000,automatic,Gray,90000
3455,Hyundai,Verna,2012,1500,190000,manual,Silver,111000
3456,Mitsubishi,Lancer,2009,1600,165000,manual,Silver,140000
3457,Chevrolet,Lanos,2010,1500,206000,manual,Gray,89000
3458,Speranza,A516,2007,1600,82000,manual,Black,80000
3459,Hyundai,Viva,2008,1600,190000,manual,Black,80000
3460,Hyundai,Verna,2015,1600,132000,manual,Gray,127000
3461,Chevrolet,Optra,2018,1600,85000,automatic,Dark blue,175000
3462,Kia,Cerato,2012,1600,203000,automatic,Light grey,160000
3463,Mitsubishi,Lancer,2008,1600,250000,automatic,Silver,150000
3464,Chevrolet,Aveo,2015,1500,170000,automatic,Blue,140000
3465,Opel,Astra,2019,1400,82000,automatic,Black,235000
3466,Daewoo,Lanos,2006,1600,21000,manual,Cyan,77000
3467,Skoda,Octavia A5,2000,1600,250000,manual,Red,85000
3468,Hyundai,Verna,2009,1600,200000,manual,Dark blue,90000
3469,Suzuki,Ciaz,2015,1600,160000,automatic,Light grey,160000
3470,Peugeot,508,2016,1600,135000,automatic,Light grey,250000
3471,Hyundai,Verna,2017,1600,105000,manual,Dark red,150000
3472,Peugeot,301,2015,1600,85000,automatic,Black,165000
3473,Chevrolet,Optra,2006,1600,120000,automatic,Black,120000
3474,Mitsubishi,Lancer,2009,1500,78000,automatic,Dark blue,220000
3475,BMW,316,1990,1500,150000,manual,White,80000
3476,Geely,Emgrand 7,2013,1600,16600,manual,Black,82000
3477,Kia,Cerato,2009,1600,170000,manual,Black,140000
3478,Hyundai,Accent,2008,1600,165000,automatic,Blue,135000
3479,Chery,Envy,2017,1600,100000,manual,Bronze,100000
3480,Peugeot,405,1998,1500,200000,manual,White,55000
3481,Opel,Astra,2013,1600,169400,automatic,Mocha,200000
3482,Kia,Shuma,2000,1500,85000,automatic,Gold,77000
3483,Peugeot,301,2014,1600,156000,automatic,Champagne,155000
3484,Mitsubishi,Lancer,2015,1600,107000,automatic,Red,205000
3485,Chery,Arrizo 5,2020,1500,77000,automatic,Red,185000
3486,Kia,Rio,2014,1400,214000,automatic,Mocha,145000
3487,Toyota,Corolla,2010,1400,170000,automatic,Gray,210000
3488,Mitsubishi,Lancer,2006,1600,290000,automatic,Silver,146000
3489,Chevrolet,Lanos,2011,1600,220000,manual,White,88000
3490,Chery,A15,2007,1500,101000,manual,Red,80000
3491,Byd,F3,2015,1500,120000,automatic,Brown,125000
3492,Kia,Cerato,2016,1600,200000,automatic,Gray,235000
3493,Speranza,A516,2011,1600,188000,manual,Dark red,75000
3494,Daewoo,Lanos 2,2000,1500,300000,manual,White,67000
3495,Daewoo,Lanos 2,2006,1500,130000,manual,Silver,88000
3496,Peugeot,408,2012,1600,85000,automatic,Black,160000
3497,Hyundai,Verna,2008,1600,104000,manual,Gray,88000
3498,Chevrolet,Lanos,2016,1600,210000,manual,Dark red,118000
3499,Mitsubishi,Lancer,2013,1600,190000,automatic,Gray,215000
3500,Mitsubishi,Lancer,2012,1600,140000,automatic,Silver,170000
3501,Chevrolet,Lanos,2014,1500,182000,manual,Silver,98000
3502,Hyundai,Verna,2014,1600,69000,automatic,Champagne,135000
3503,Geely,Emgrand 7,2014,1600,160000,manual,Dark red,120000
3504,Chevrolet,Optra,2009,1600,150000,automatic,Black,112000
3505,Opel,Astra,2015,1600,110000,automatic,Light grey,230000
3506,Hyundai,Elantra,2009,1600,70000,automatic,Silver,150000
3507,Hyundai,Avante,2004,1600,211000,automatic,Silver,120000
3508,Speranza,A516,2010,1600,150000,manual,White,65000
3509,Suzuki,Ciaz,2015,1400,235000,automatic,Black,160000
3510,Geely,Emgrand 7,2015,1500,173000,manual,Silver,95000
3511,Chevrolet,Optra,2015,1600,75000,automatic,Black,135000
3512,Honda,City,2009,1500,180000,automatic,Silver,165000
3513,Chevrolet,Optra,2005,1600,200000,automatic,Black,120000
3514,Chevrolet,Optra,2015,1500,120000,automatic,Black,140000
3515,Byd,F3,2013,1600,76000,automatic,Light grey,140000
3516,Volkswagen,Passat,1999,1600,200000,manual,White,85000
3517,Lada,Granta,2019,1600,26500,manual,Mocha,130000
3518,Chevrolet,Optra,2020,1600,55000,automatic,Dark red,205000
3519,Renault,Logan,2016,1600,139000,automatic,Red,155000
3520,Nissan,Sunny,2013,1600,106000,automatic,Black,175000
3521,Skoda,Fantasia,2010,1600,110000,automatic,Light grey,240000
3522,Opel,Astra,2016,1600,165000,automatic,Gray,235000
3523,Opel,Astra,2005,1600,185000,automatic,Silver,100000
3524,Proton,Persona,2012,1500,184000,automatic,Black,100000
3525,Hyundai,Elantra MD,2014,1600,154000,automatic,Cyan,268000
3526,Proton,Gen 2,2008,1600,290000,automatic,Blue,97000
3527,Opel,Vectra,2002,1600,172000,automatic,Silver,95000
3528,Daewoo,Lanos 2,2001,1500,200000,manual,Black,63000
3529,Chevrolet,Lanos,2014,1500,135000,manual,Gray,102000
3530,Peugeot,508,2016,1600,135000,automatic,Gray,271000
3531,Kia,Cerato,2016,1600,49000,automatic,Black,275000
3532,Byd,F3,2010,1600,350000,manual,White,70000
3533,Chevrolet,Optra,2009,1600,140000,manual,Light grey,140000
3534,Brilliance,FSV,2010,1500,220000,manual,White,80000
3535,Toyota,Corolla,2008,1500,250000,automatic,Light grey,180000
3536,Renault,Megane,2006,1600,130000,automatic,Gray,95000
3537,Chevrolet,Optra,2008,1600,196000,automatic,Petroleum,120000
3538,Skoda,Octavia A5,2007,1600,200000,automatic,Light grey,150000
3539,Nissan,Sunny,2006,1600,190000,automatic,Silver,150000
3540,Kia,Cerato,2010,1600,150000,automatic,Silver,200000
3541,Kia,Rio,2015,1400,85000,automatic,Light grey,210000
3542,Opel,Vectra,1995,1600,200000,manual,Dark blue,65000
3543,Kia,Rio,2013,1600,133000,automatic,Black,215000
3544,Hyundai,Verna,2010,1600,150000,automatic,Dark blue,105000
3545,Mitsubishi,Lancer,2007,1600,159000,automatic,Dark blue,170000
3546,Mitsubishi,Lancer,2007,1600,170000,automatic,Black,145000
3547,Skoda,Fantasia,2012,1600,168000,automatic,Dark red,250000
3548,Kia,Cerato,2008,1600,140000,manual,Black,124000
3549,Toyota,Corolla,2015,1600,120000,automatic,Black,305000
3550,Hyundai,Accent,2010,1600,117000,automatic,Dark red,155000
3551,Byd,F3,2019,1600,200000,manual,Blue,150000
3552,Daewoo,Nubira 2,2001,1600,190000,manual,Silver,85000
3553,Hyundai,Accent,1999,1600,200000,manual,Gray,60000
3554,Speranza,A516,2011,1600,77000,manual,Black,92000
3555,Hyundai,Elantra HD,2020,1600,35000,automatic,Mocha,255000
3556,Chery,Envy,2013,1600,117000,manual,Gray,97000
3557,Renault,Clio,2001,1400,223000,manual,Red,55000
3558,Hyundai,Accent,1999,1500,150000,manual,Light grey,60000
3559,Kia,Cerato,2012,1600,170000,automatic,Black,200000
3560,Skoda,Octavia A4,2000,1600,97000,automatic,Olive,118000
3561,Hyundai,Verna,2008,1600,150000,manual,Black,88000
3562,Mazda,3 || Mazda 3,2008,1600,200000,automatic,Champagne,155000
3563,Chery,Envy,2017,1500,155000,manual,Silver,100000
3564,Seat,Ibiza,1994,1400,150000,manual,Silver,52000
3565,Lada,Granta,2016,1600,65000,manual,Silver,70000
3566,Hyundai,Elantra HD,2017,1600,180000,automatic,Light grey,200000
3567,Peugeot,301,2016,1600,86000,automatic,Black,160000
3568,Hyundai,Verna,2015,1600,132000,manual,Dark red,125000
3569,Chevrolet,Aveo,2009,1500,165000,manual,Black,110000
3570,Daewoo,Nubira 2,2006,1600,215000,manual,Beige,80000
3571,Nissan,Sunny,2013,1600,100000,manual,Silver,140000
3572,Chevrolet,Aveo,2018,1600,112000,automatic,Dark red,175000
3573,Speranza,A516,2010,1600,170000,manual,Champagne,80000
3574,Chevrolet,Lanos,2013,1500,135000,manual,Gray,105000
3575,Volkswagen,Passat,2014,1400,100000,automatic,Silver,300000
3576,Byd,F3,2019,1600,46000,manual,Red,140000
3577,Nissan,Sunny,2020,1600,27000,automatic,Dark red,215000
3578,Fiat,Siena,2004,1600,180000,manual,Gray,50000
3579,Nissan,Sunny,2010,1600,93000,automatic,Dark red,148000
3580,Hyundai,Elantra MD,2012,1600,167000,automatic,Silver,185000
3581,Toyota,Corona,1994,1600,250000,automatic,Dark blue,62000
3582,Renault,Logan,2010,1600,325000,manual,Petroleum,89000
3583,Renault,Logan,2015,1600,95000,manual,Black,95000
3584,Chevrolet,Aveo,2009,1600,130000,manual,Gray,93000
3585,Peugeot,405,2007,1600,96000,manual,Light grey,60000
3586,Proton,Gen 2,2008,1600,180000,automatic,Black,115000
3587,Geely,Emgrand 7,2017,1500,87000,manual,Light grey,125000
3588,Speranza,M11,2018,1600,45000,manual,Silver,112000
3589,Geely,Emgrand 7,2018,1600,108000,manual,Silver,130000
3590,Chevrolet,Optra,2013,1600,190000,automatic,Black,150000
3591,Hyundai,Verna,2010,1600,100000,manual,Black,95000
3592,Geely,Emgrand 7,2014,1500,170000,manual,Gray,105000
3593,Speranza,M11,2010,1600,265000,manual,Dark blue,70000
3594,Fiat,Siena,2002,1400,160000,manual,Cyan,55000
3595,Nissan,Sentra,2016,1600,99000,automatic,Gray,210000
3596,Volkswagen,Jetta,2010,1600,180000,automatic,Dark blue,175000
3597,Proton,Persona,2012,1600,170000,automatic,Mocha,135000
3598,Geely,Emgrand 7,2015,1500,120000,manual,Dark red,90000
3599,Renault,Megane,2020,1600,60000,automatic,Dark blue,270000
3600,Peugeot,301,2015,1500,159000,automatic,Black,157000
3601,Lada,2107,2005,1500,100000,manual,Red,43000
3602,Speranza,A516,2008,1600,65000,manual,Light grey,75000
3603,Speranza,A516,2010,1600,141000,automatic,Light grey,80000
3604,Opel,Astra,2003,1600,115000,automatic,Olive,83000
3605,Chevrolet,Aveo,2010,1500,172000,automatic,Black,135000
3606,Hyundai,Verna,2007,1500,188000,manual,Bronze,88000
3607,Mitsubishi,Lancer,2007,1600,203000,manual,Light grey,160000
3608,Mitsubishi,Lancer,2013,1600,93000,automatic,White,159000
3609,Nissan,Sunny,2002,1400,160000,automatic,Silver,110000
3610,Chevrolet,Aveo,2007,1600,165000,manual,Red,75000
3611,Daewoo,Lanos,2014,1600,210000,manual,Dark red,100000
3612,Mitsubishi,Lancer,2008,1600,195000,automatic,Silver,170000
3613,Daewoo,Nubira 2,2003,1500,165000,manual,Gray,75000
3614,Hyundai,Excel,1995,1600,250000,manual,Dark red,44000
3615,Speranza,A516,2008,1600,172500,manual,Black,75000
3616,Hyundai,Elantra,2010,1600,85000,automatic,Gold,175000
3617,Fiat,Shahin,1998,1400,75000,manual,Dark blue,42000
3618,Daewoo,Nubira 2,2004,1600,160000,manual,Silver,73000
3619,Lada,2107,2006,1600,43000,manual,Silver,42000
3620,Skoda,Octavia A5,2007,1600,185000,automatic,Gray,165000
3621,Skoda,Octavia A7,2016,1600,90000,automatic,Silver,310000
3622,Renault,Megane,2006,1600,191000,automatic,Black,125000
3623,Kia,Cerato,2006,1600,242000,manual,Gold,105000
3624,Hyundai,Elantra MD,2016,1600,100000,automatic,Black,245000
3625,Byd,F3,2020,1600,110000,manual,Light grey,155000
3626,Opel,Astra,2008,1600,227000,automatic,Black,95000
3627,Chevrolet,Lanos,2015,1500,90000,manual,Silver,115000
3628,Renault,Megane,2005,1600,40000,automatic,Blue,107000
3629,Geely,Emgrand 7,2014,1500,240000,manual,White,105000
3630,Renault,Logan,2016,1600,66000,automatic,Dark red,160000
3631,Hyundai,Accent,2002,1500,220000,manual,Silver,65000
3632,Chevrolet,Optra,2020,1500,52000,automatic,Dark red,191000
3633,Fiat,Petra,2003,1500,175000,manual,Black,48500
3634,Nissan,Sunny,2019,1600,85000,automatic,Black,180000
3635,Mitsubishi,Lancer,2006,1600,132500,automatic,Light grey,165000
3636,Mitsubishi,Lancer,2007,1600,251000,automatic,Black,140000
3637,Renault,Clio,1996,1500,150000,manual,Blue,45000
3638,Speranza,A516,2007,1600,139000,automatic,Dark red,77000
3639,Mitsubishi,Lancer,2014,1500,100000,automatic,Red,205000
3640,Byd,F3,2015,1500,130000,manual,White,125000
3641,Kia,Cerato,2012,1600,120000,automatic,White,215000
3642,Renault,Megane,2005,1600,270000,automatic,Green,105000
3643,Nissan,Sunny,2014,1600,73000,manual,Gold,150000
3644,Chevrolet,Cruze,2016,1600,100000,automatic,Dark blue,190000
3645,Citroën,C4,2006,1600,210000,automatic,Cyan,135000
3646,Chevrolet,Optra,2006,1600,250000,automatic,Black,120000
3647,Daewoo,Nubira 2,2003,1600,170000,automatic,Dark blue,86000
3648,Chevrolet,Cruze,2010,1600,295000,automatic,Black,122000
3649,Renault,Logan,2014,1600,180000,manual,Gray,108000
3650,Nissan,Sunny,2001,1600,240000,manual,Silver,95000
3651,Chevrolet,Lanos,2015,1600,112000,manual,Silver,118000
3652,Mitsubishi,Lancer,2016,1600,79000,automatic,Silver,230000
3653,Nissan,Sunny,2017,1600,110000,automatic,Bronze,180000
3654,Hyundai,Elantra MD,2013,1600,68000,automatic,Black,230000
3655,Daewoo,Lanos,2004,1500,200000,manual,Blue,92000
3656,Citroën,C Elysee,2016,1600,101000,automatic,Gray,165000
3657,Fiat,Tipo,2020,1600,57000,automatic,Black,280000
3658,Mitsubishi,Lancer,2006,1600,170000,automatic,Silver,145000
3659,Skoda,Octavia A4,2004,1600,150000,automatic,Blue,145000
3660,Chevrolet,Optra,2016,1500,50000,automatic,Mocha,180000
3661,Nissan,Sunny,2013,1500,91000,automatic,Bronze,150000
3662,Opel,Astra,2020,1500,84000,automatic,Light grey,275000
3663,Honda,Civic,2007,1600,200000,automatic,Black,160000
3664,Speranza,A516,2008,1600,190000,manual,Black,74000
3665,Chevrolet,Lanos,2015,1500,142000,manual,Gray,105000
3666,Hyundai,Verna,2017,1400,90000,manual,Silver,125000
3667,Chery,Arrizo 5,2019,1600,23500,automatic,Cyan,190000
3668,Daewoo,Nubira 2,2001,1600,250000,manual,Dark red,78000
3669,Proton,Waja,2005,1600,240000,manual,Dark blue,80000
3670,Daewoo,Nubira 2,2007,1600,230000,automatic,Dark red,85000
3671,Opel,Astra,2014,1600,58000,automatic,Cyan,240000
3672,Hyundai,Accent,2001,1600,220000,manual,Gold,70000
3673,Speranza,Envy,2017,1600,95000,manual,Dark blue,110000
3674,Skoda,Octavia A5,2006,1600,220000,automatic,Light grey,147000
3675,Fiat,Shahin,2001,1400,129000,manual,White,50000
3676,Byd,F3,2016,1600,288000,manual,White,115000
3677,Hyundai,Accent,1999,1500,250000,manual,Dark red,57500
3678,Chevrolet,Optra,2017,1600,184000,automatic,Silver,140000
3679,Hyundai,Accent,2001,1600,250000,manual,White,55000
3680,Hyundai,Elantra HD,2017,1600,98000,automatic,Gray,170000
3681,Daewoo,Lanos,1997,1600,290000,manual,Blue,60000
3682,Renault,Fluence,2011,1600,200000,automatic,White,145000
3683,Daewoo,Nubira 2,2004,1600,230000,manual,Gray,79500
3684,Fiat,Tempra,1992,1600,200000,manual,Petroleum,38000
3685,Kia,Grand Cerato,2019,1600,120000,automatic,Red,290000
3686,Kia,Cerato,2012,1600,207000,automatic,Light grey,145000
3687,Renault,Fluence,2014,1600,200000,automatic,Gold,177000
3688,Nissan,Sunny,2015,1600,150000,automatic,Black,120000
3689,Fiat,Siena,2008,1500,61000,manual,Dark red,65000
3690,Renault,Clio,2007,1500,150000,manual,Black,70000
3691,Nissan,Sunny,2019,1600,125000,automatic,Dark red,185000
3692,Daewoo,Nubira 2,2006,1600,128000,manual,Green,80000
3693,Mitsubishi,Lancer,2007,1600,20100,automatic,Silver,156000
3694,Nissan,Sunny,2009,1600,190000,automatic,Black,139000
3695,Skoda,Octavia A5,2006,1600,170000,manual,Black,130000
3696,Lada,2110,2007,1600,120000,manual,Light grey,50000
3697,Renault,Logan,2013,1600,200000,automatic,Gray,125000
3698,Nissan,Sunny,2012,1600,100000,manual,Black,138000
3699,Ford,Focus,2014,1500,135000,automatic,Mocha,235000
3700,Hyundai,Verna,2004,1600,200000,automatic,Silver,88000
3701,Byd,F3,2020,1500,100000,manual,Blue,120000
3702,Nissan,Sunny,2006,1600,195000,automatic,Silver,130000
3703,Byd,F3,2011,1600,110000,manual,Dark red,100000
3704,Mazda,3 || Mazda 3,2015,1600,160000,automatic,White,255000
3705,Chevrolet,Aveo,2011,1500,160000,automatic,Red,135000
3706,Opel,Astra,2015,1600,137000,automatic,Black,230000
3707,Hyundai,Accent RB,2012,1500,100000,automatic,Black,165000
3708,Daewoo,Nubira 1,1997,1600,180000,manual,Bronze,60000
3709,Fiat,Tempra,2000,1600,200000,manual,Petroleum,47000
3710,Renault,Logan,2017,1600,46000,manual,Red,150000
3711,Toyota,Corolla,2015,1600,130000,automatic,Gray,267000
3712,Hyundai,Verna,2011,1600,200000,automatic,Silver,115000
3713,MG,ZS,2019,1500,25000,automatic,Blue,275000
3714,Hyundai,Verna,2013,1600,170000,manual,Light grey,118000
3715,Opel,Astra,2019,1600,29500,automatic,Gray,270000
3716,Hyundai,Elantra HD,2009,1600,175000,automatic,Eggplant,155000
3717,Toyota,Corolla,2010,1600,180000,automatic,Black,175000
3718,Mitsubishi,Lancer,2007,1600,210000,automatic,Light grey,165000
3719,Mazda,3 || Mazda 3,2017,1600,111000,automatic,Silver,290000
3720,Proton,Waja,2005,1600,100000,manual,Dark red,80000
3721,Mitsubishi,Lancer,2016,1600,119000,automatic,Silver,205000
3722,Renault,Logan,2017,1600,29000,manual,Dark red,170000
3723,Mitsubishi,Lancer,2016,1600,106000,automatic,Silver,220000
3724,Volkswagen,Passat,2015,1400,128000,automatic,Light grey,295000
3725,Honda,Civic,2008,1500,190000,automatic,Dark blue,177000
3726,Kia,Cerato,2013,1600,190000,automatic,Black,180000
3727,Nissan,Sunny,2012,1600,150000,manual,Black,122000
3728,Daewoo,Lanos,2003,1500,283000,manual,Black,71000
3729,Byd,F3,2015,1500,100000,manual,White,110000
3730,Opel,Vectra,2009,1600,174000,automatic,Silver,170000
3731,Chevrolet,Lanos,2010,1600,300000,manual,Gray,88000
3732,Daewoo,Lanos,1999,1600,200200,manual,Cyan,71000
3733,Opel,Astra,2017,1600,177000,automatic,Black,145000
3734,Toyota,Corolla,2020,1600,45000,automatic,Silver,350000
3735,Hyundai,Accent,2002,1500,170000,manual,Silver,66000
3736,Kia,Cerato,2011,1600,189000,automatic,Eggplant,155000
3737,Senova,A1,2015,1500,170000,automatic,Silver,125000
3738,Chevrolet,Aveo,2017,1400,100000,automatic,Black,160000
3739,Nissan,Sunny,2010,1600,192000,manual,Black,120000
3740,Nissan,Sentra,2018,1600,80000,automatic,Light grey,230000
3741,Nissan,Sunny,2016,1600,143000,automatic,Dark red,179000
3742,MG,5,2014,1600,63000,automatic,Orange,180000
3743,Skoda,Octavia A4,2002,1600,110000,manual,Black,125000
3744,Hyundai,Verna,2013,1600,136000,manual,Gray,108000
3745,Hyundai,Sonata,2001,1600,200000,automatic,Gray,78000
3746,Geely,Emgrand 7,2016,1600,200000,manual,Silver,115000
3747,Nissan,Sunny,2020,1500,40000,automatic,Red,190000
3748,Toyota,Corolla,2007,1600,114000,automatic,Silver,200000
3749,Mercedes,C 180,2003,1600,149000,automatic,Black,225000
3750,Hyundai,Verna,2012,1600,140000,manual,Dark red,105000
3751,Hyundai,Elantra MD,2014,1600,190000,automatic,White,240000
3752,Chevrolet,Aveo,2008,1500,130000,manual,Black,105000
3753,Opel,Astra,2016,1600,165000,automatic,Blue,220000
3754,Hyundai,Elantra AD,2019,1600,65000,automatic,Blue,296000
3755,BMW,316,2008,1600,150000,manual,Black,225000
3756,Geely,Emgrand 7,2016,1600,86000,manual,Red,105000
3757,Speranza,Envy,2017,1600,188000,manual,Gray,95000
3758,Nissan,Sunny,2014,1500,116000,automatic,Light grey,143000
3759,Peugeot,207,2009,1600,190000,automatic,Gray,130000
3760,Chevrolet,Lanos,2016,1500,100000,manual,Dark red,119000
3761,Nissan,Sunny,2012,1600,110000,automatic,Light grey,155000
3762,Nissan,Sunny,2010,1600,190000,automatic,Red,170000
3763,Renault,Megane,2006,1600,200000,automatic,Silver,75000
3764,Speranza,A516,2009,1600,200000,manual,Dark blue,70000
3765,Daewoo,Nubira 2,1999,1600,200000,automatic,Gray,70000
3766,Kia,Cerato,2009,1600,200000,automatic,Black,130000
3767,Chevrolet,Lanos,2016,1600,203000,manual,Blue,125000
3768,Hyundai,Verna,2015,1600,145000,manual,Silver,130000
3769,Chevrolet,Aveo,2020,1500,56000,automatic,Light grey,192000
3770,Kia,Cerato,2012,1600,160000,automatic,Light grey,191000
3771,Volvo,S80,2012,1600,101000,automatic,Silver,240000
3772,Fiat,Tipo,2020,1600,42000,manual,White,215000
3773,Toyota,Corolla,2008,1600,132000,automatic,White,150000
3774,Renault,Logan,2011,1600,95000,manual,Light grey,110000
3775,Renault,Logan,2015,1500,125000,automatic,Champagne,133000
3776,Kia,Cerato,2010,1600,290000,automatic,Black,155000
3777,Kia,Cerato,2016,1600,200000,automatic,Petroleum,255000
3778,Daewoo,Nubira 2,2008,1600,180000,manual,Black,103000
3779,Kia,Cerato,2014,1600,145000,automatic,Mocha,215000
3780,Hyundai,Elantra,2011,1600,147000,automatic,Cyan,183000
3781,Nissan,Sentra,2017,1600,118000,automatic,Bronze,210000
3782,Hyundai,Verna,2006,1600,200000,manual,Dark red,85000
3783,Renault,Logan,2011,1600,114000,manual,Gray,102500
